,date,content,score,version,thumbs
0,2021-10-12 09:55:21,Mais um app com cara de serviço público ! Incompleto e difícil interação com a confecção e recuperação de senha ! Pois diz que já tenho cadastro e não consigo recuperar a senha pois dar erro em todas as opções de recuperação e o fale conosco não funciona !,2,70.3.4,0
1,2021-10-11 13:59:21,"Alguém pode me ajudar,não consigo usar esse aplicativo pois ele diz. Que já tenho inscrição que não lembro.e um.email que uso é não sei a senha!?",2,70.3.4,0
2,2021-10-10 19:31:58,"App foi bom mais, quando eu precisarei recuperar a senha, não consegui mais acessar o app .. nessa parte achei péssimo o app não foi travou",2,70.3.4,0
3,2021-10-09 20:37:29,Tomei a segunda dose da covid19 dia 1 de setembro e até hoje o aplicativo não atualizou a carteira de vacinação!,2,70.3.4,0
5,2021-10-09 15:49:48,"Poxa vida mais de 20 dias e nada de refletir minha vacina da covid no App. Já fui a secretaria municipal de saúde e não consigo ajuda efetiva pra resolver. Misericórdia. ""Desordem e Fracasso"" na bandeira nacional hein",2,70.3.4,0
6,2021-10-09 09:46:48,"Aplicativo super lento, não consigo agendar consulta alguma. Uma vergonha!",2,70.3.4,0
7,2021-10-08 23:16:07,Faz 1 mês que tomei a 2° dose e não atualizou o status no app... Precisa de melhorias.,2,70.3.4,0
8,2021-10-08 19:04:48,"Bom porém ainda incompleta de certas informações porém app novo (Nota já está aparecendo propagandas fato"".....",2,70.3.4,0
9,2021-10-08 14:58:32,"Vc não consegue logar, coloca em Esquecer q senha e não entra, pode pra esperar 15 minutos.",2,70.3.4,0
10,2021-10-08 10:13:01,Carteira de vacinação incompleta só traz a 1° dose e já tomei a 2° a meses...não serve para comprovar nada.,2,70.3.4,1
11,2021-10-08 07:04:43,"Coloquei o CPF e a senha corretamente e o site estava dando como errada, precisa melhorar isso aí",2,70.3.4,0
12,2021-10-08 05:13:33,Não atualiza os dados,2,70.3.4,0
13,2021-10-07 13:09:42,Até agora meu comprovante não atualizou. Faz meses que me vacinei e até agora nada.,2,70.3.4,0
14,2021-10-07 05:24:10,Não atualiza a segunda dose tomada e os exames de covid ...,2,70.3.4,0
15,2021-10-07 00:26:49,"Ótimo, Boa idéia",2,70.3.4,0
16,2021-10-06 16:11:46,"só aparece a primeira dose da vacina para covid, sendo que eu já tomei as duas faz meses",2,70.3.4,0
17,2021-10-06 16:01:36,"Tomei as minhas 2 doses da vacina do COVID e nenhuma delas constam lá. As informações da minha esposa constam certinho, já o deu meu sogro e minha sogra também não aparecem. Enviei uma mensagem sobre o problema e não tive retorno. Espero que resolvam logo pois em breve precisaremos comprovar a vacinação e não terá registro no app.",2,70.3.4,0
18,2021-10-06 12:42:19,"Tomei a segunda dose da Vacina no dia 20/09/2021, e até agora não foi registrada na carteira digital de vacina. Só consta a primeira dose em 28/06/2021 e nada mais. Por que a demora em atualizar os dados da vacinação, hein ?",2,70.3.4,1
19,2021-10-05 21:28:41,Não consigo acessar o aplicativo porque o tel cadastrado não é meu não consigo redefinir minha senha o site do governo também não funciona nesse caso como fasso para cadastrar uma nova senha,2,70.3.4,0
20,2021-10-05 12:39:44,"Pra quen utiliza tema escuro, que é meu caso, fica péssimo!",2,70.3.4,0
21,2021-10-05 00:22:07,Não consigo localizar minhas vacinas do covid19,2,70.3.4,0
22,2021-10-04 20:25:15,"Desatualizado, recebi duas doses da astrazenica e consta uma dose da sinovac/Butantan.",2,70.3.4,0
23,2021-10-04 17:48:12,"Já tomei a segunda dose da Pfizer, e até agora não foi registrada no Aplicativo. Já fiz várias reclamações e nada",2,70.3.4,0
24,2021-10-04 15:01:05,"Preciso de ajuda cadastrei algum e-mail e celular q já não tenho mais, não consigo resolver isso. Preciso p colocar minha carteira de vacinação",2,70.3.4,0
25,2021-10-04 14:20:27,Não constar minha vacinas no aplicativo,2,70.3.4,0
26,2021-10-04 12:27:14,Já tomei a segunda dose em 13 09 e ainda não está atualizado,2,70.3.4,0
27,2021-10-04 09:38:39,"Ruim pois precisa ficar entrando na conta sempre que eu abro o app, permitam manter logado na conta que já melhora muito",2,70.3.4,0
28,2021-10-03 23:27:52,"Sempre diz que tem erro de senha, mesmo solicitando nova senha",2,70.3.4,0
29,2021-10-03 21:50:45,"Precisa de melhorias, como por exemplo não ser burocrático na hora de marcar consultas. Caso não haja todo um processo na unidade básica de saúde do local não será possível marcar consulta pelo app. Vocês poderiam deixar isso menos burocrático, e fazer com que o aplicativo seja um facilitador na vida das pessoas que tanto precisam. É só disponibilizar no app o livre acesso de escolha da unidade que deseja ir se consulta, fazer exames, enfim... seria um grande avanço no app e na vida das pessoas",2,70.3.4,4
30,2021-10-03 19:19:00,Não estou conseguindo fazer o download do cartão,2,70.3.4,0
32,2021-10-02 00:21:16,"Já tomei as duas doses da vacina da astrazeneca e no aplicativo conecte SUS apenas está constando minha primeira dose, já mandei e-mail reclamando e até agora nada de atualizar o minha carteira de vacinação.",2,70.3.4,0
33,2021-10-01 23:19:20,"Ainda bastante rudimentar e cheio de erros. Não consigo gerar meu certificado em outros idiomas. Tentei no celular do meu marido, já que ele consegue gerar o dele, e mesmo assim não funciona - ou seja, é algo relacionado ao perfil ou à combinação de vacinas. Vou viajar, preciso do certificado e até agora não me deram uma solução pela ouvidoria.",2,70.3.4,69
35,2021-09-30 19:29:29,Toda vez que tento acessar pede pra fazer login. Um saco,2,70.3.4,0
36,2021-09-30 15:45:30,"Na consulta por hospitais a maioria dos resultados é opções particulares, parece ter contratinhos envolvido...",2,70.2.9,0
37,2021-09-30 14:02:06,Simplesmente não atualizou mais coom a segunda dose da covid...,2,70.3.4,0
38,2021-09-30 13:41:49,"O aplicativo não atualizou a segunda dose da minha vacina,mais de um mês e não atualizou, consta somente a primeira dose.",2,70.3.4,0
40,2021-09-30 04:50:47,"Sempre tem que recuperar a senha, anota a senha correta e passa um tempo ela ja não funciona e tem fazer passos de recuperar.",2,70.3.4,0
41,2021-09-29 10:54:37,"Eu não consigo gerar meu comprovante em outro idioma, nem no celular e nem no computador e eu já tomei as 2 doses e tenho viagem marcada.",2,70.3.4,0
42,2021-09-28 21:05:50,Tento entrar no aplicativo mas não me lembro da senha. Troquei de número celular e o e-mail. Como faço para ter a carteira de comprovação da vacina?,2,70.3.4,0
43,2021-09-28 20:01:27,"Este aplicativo merece novas atualizações principalmente para permitir agendamento de consultas, pelo menos as informações para poder agendar e onde agendar. Os locais nos mapas estão desatualizados ou incompletos, não consigo, por exemplo, localizar o CAPS II de Taguatinga. Deveria ter uma lista de remédios fornecidos pela Farmácia Popular. Posso dar dezenas de outras sugestões, mas gostaria de poder contribuir muito mais com o projeto de melhoria do SUS.",2,70.3.4,109
44,2021-09-28 09:32:34,"E no caso de ter filhos menores, posso usar o mesmo celular / app para mais de uma conta/registro?",2,70.3.4,0
45,2021-09-27 21:16:38,Infelizmente o APP não dá as informações precisas e atualizadas ... Já tomei a segunda dose da vacina para COVID-19 desde o início de julho e até agora nada de aparecer que já tomei 😔,2,70.3.4,0
46,2021-09-27 21:04:36,"nao aparece meus dados, como por exemplo, a 1° dose da vacina do covid que tomei mes passado..... precisa de um bela melhoria nesse app",2,70.3.4,0
48,2021-09-27 07:16:44,"Não trás internações, cirurgias, exames e nada. Só a vacina e o exame da Covid. Eu achei que seria completo. Por que não é?",2,70.3.4,0
49,2021-09-26 22:56:48,Desconecta a todo momento e ainda muito instável,2,70.3.4,0
