,date,content,score,version,thumbs
0,2021-10-12 10:24:21,Já tomei a segunda dose da vacina contra covid-19 a quase um mês e até agora não apareceu no aplicativo.,3,70.3.4,0
1,2021-10-12 09:51:00,Bom..,3,70.3.4,0
2,2021-10-11 19:12:45,Já tomei as duas doses da vacina e só aparece uma dose,3,70.3.4,0
3,2021-10-11 12:54:19,Quando irá ser disponibilizado o certificado de Covid-19 em inglês para quem tomou 3 doses? Por enquanto só está em Português.,3,70.3.4,0
4,2021-10-11 11:21:29,Só aparece a primeira dose da vacina,3,70.3.4,0
5,2021-10-11 10:31:28,"Atualização demorada, gerando atraso na confecção da declaração de vacinação.",3,70.3.4,0
7,2021-10-10 22:42:28,"O app funciona bem, só que o desenvolvedor do mesmo, esqueceu que o brasileiro custuma viajar para o exterior e provar que foi vacinado da Covid -19 e precisa de um certificado, em inglês ou espanhol, no mínimo, o mesmo for viajar para exterior, e depois vai para a parte de imigração de um aeroporto ou porto, sem um certificado deste em outro idioma? dou 3 estrela, se tivesse, em outros idiomas disponível daria 5 estrela.",3,70.3.4,1
8,2021-10-10 13:57:39,"Tem de ficar fazendo login toda hora, de resto tudo muito bom",3,70.3.4,0
9,2021-10-10 08:45:15,"Toda vez que entra no App é necessário realizar novo login, sugestão de melhoria pois aos desenvolvedores.",3,70.3.4,0
11,2021-10-09 19:35:48,"App muito bom, mas precisa melhorar as atualização, tomei minha 2° dose já faz uns 15 dias e não aparece na minha carteira digital de vacinação",3,70.3.4,0
14,2021-10-08 12:16:38,"O app funciona bem com exceção de duas funções, o login poderia ser feito por impressão digital, reconhecimento facial ou íris, muito chato todas as vezes colocar o CPF e senha, a segunda parte é sobre a vacina do Covid-19, a primeira dose aparece mas a segunda mesmo que tenha tomado a semanas não é visualizada, poderiam agilizar e corrigir estas questões. Fora isso funciona bem! Viva o SUS!",3,70.3.4,3
15,2021-10-07 17:58:27,Poderia ter a opção de conexão por digital. Facilitaria muito,3,70.3.4,0
16,2021-10-07 13:47:52,Poderia funcionar sem estar conectado a Internet como a CNH digital,3,70.3.4,0
18,2021-10-07 09:50:46,"Não consigo pegar meu certificado de vacinação contra a Covid em ingles ou espanhol, só aparece em Português e preciso viajar, alguém saberia me dizer?",3,70.3.4,0
19,2021-10-07 00:22:34,"Tentei validar através do Código QR e não dá certo, acabei desistindo pois nem digitando o código obtive êxito, melhorem isso, as demais informações estão de acordo e vejo que só tem a melhorar...",3,70.3.4,0
20,2021-10-06 16:32:19,"O app é bem intuitivo, temos acesso há muitas abas, o que é muito importante. Infelizmente não há registros meus de doação de sangue, mesmo eu tendo feito minha última doação em Agosto desse ano. Não é algo que incomode, mas seria interessante ter registrado no app. Infelizmente, não consigo agendar consultas, apesar de oferecer essa possibilidade. O aplicativo somente carrega, mas nada acontece. Peço que verifiquem esse erro, pois facilitaria para a população marcar suas consultas.",3,70.3.4,1
21,2021-10-06 12:49:50,Pede até dados e senha de um banco para recuperar senha. O que é isso. Espionagem? Limitem isso a e-mail e número de celular.,3,70.3.4,0
22,2021-10-06 01:04:14,"Aplicativo bom, mas deveria aprimorar a função da leitura do QRCODE para validação, a câmera abre mas não faz a leitura.",3,70.3.4,0
23,2021-10-05 08:48:44,unica coisa ruim é que tem que fazer o login toda vez que vai entrar... poderia ter biometria.,3,70.3.4,0
24,2021-10-04 19:06:57,Não atualizado com a segunda dose conta Covid19,3,70.3.4,0
25,2021-10-04 15:33:10,Complicado.,3,70.3.4,0
26,2021-10-04 12:17:25,"Bom,mais levou 1 mês para aparecer meu comprovante da vacina e só está aparecendo a 2 dose",3,70.3.4,0
27,2021-10-04 00:39:34,Toda vez que tento usar é necessário fazer uma nova senha,3,70.3.4,0
28,2021-10-03 09:03:37,Toda vez que vou abri o aplicativo tenho que digitar o loguinho porque nao permiti colocar a digital e nao consigo sair do aplicativo normal.,3,70.3.4,0
29,2021-10-02 07:27:43,Quando agente chega para redefinir a senha não conclui por favor verifiquem,3,70.3.4,0
30,2021-10-01 19:53:02,"Aplicativo é interessante, mas dar para ler os nomes da categoria",3,70.3.4,0
31,2021-09-30 19:12:09,Falta um pouco mais de interesse da parte dos fesenvilolvedores,3,70.3.4,0
32,2021-09-30 17:31:01,Colocar a senha sempre que entrar! É muito ruim! Não dá pra andar com um caderninho de senhas. Deveria ser só com o CPF!,3,70.3.4,0
33,2021-09-30 13:08:17,Vários cartões já conseguir pelo app...mas muito iniciam com o número 8...tem algum problema ou é válido com inicial 8.?,3,70.3.4,0
34,2021-09-30 12:52:37,"Precisa dar acesso a alteração de endereço, pois vc faz a alteração e quando chega no bairro, bloqueia seguir em frente e dá erro de sistema. Se por acaso precisar receber alguma correspondência não vai chegar até o usuário.",3,70.3.4,2
35,2021-09-30 12:00:59,"A ideia do aplicativo é ótima e prática, mas eu como um homem trans senti a ausência da inclusão de gênero e nome social, gostaria bastante que nosso sistema de saúde fosse inclusive com as pessoas trans e seus devidos nomes e direitos sociais.",3,70.3.4,2
36,2021-09-30 08:25:43,"O app só aparece a vacina do covid que tomei, já tem mais de 10 dias que abaixei o app e não aparece as outras vacinas.",3,70.3.4,0
37,2021-09-29 18:36:35,"Falta as outras vacinas, mas a idéia e muito boa!",3,70.3.4,0
38,2021-09-29 16:40:26,"Aplicativo poderia trazer mais informações de outras vacinas na carteira digital, pelo menos a da febre amarela que vários países pedem para poder viajar.",3,70.3.4,0
39,2021-09-29 15:28:38,Otimo,3,70.3.4,0
40,2021-09-29 11:51:33,"Na minha opinião pra ficar mais fácil o acesso ter o login por digital ou facial , porque toda hora tem q logar botar senha ....",3,70.3.4,0
41,2021-09-28 20:48:38,"Falta adequar para a dose de reforço, para emissão do certificado em inglês ou espanhol",3,70.3.4,0
42,2021-09-28 18:28:03,"Boa tarde! Já tomei as duas doses e não consigo o certificado em outro idioma, como devo proceder?",3,70.3.4,0
43,2021-09-28 17:13:43,"Tomei as duas doses da vacinas diferentes, no conecte Sus estão as duas doses, mas o aplicativo não me permite ter o certificado de vacinas, ele não reconhece intercambialidade.",3,70.3.4,0
44,2021-09-28 16:24:25,Apresenta falha ao tentar imprimir o certificado em PDF.,3,70.3.4,0
45,2021-09-28 12:58:49,"Apesar de ainda não ter ainda todas as funcionalidades ativas, gostei bastante do App. Leve, prático e bem funcional. O Sistema Único de Saúde no Brasil só tem a ganhar com o desenvolvimento e o melhoramento constante desta bela e importantíssima ferramenta aos cidadãos brasileiros usuários da saúde pública. ...Parabéns! Roelton Silva🇧🇷",3,70.3.4,32
46,2021-09-27 19:17:48,O que mais incomoda é toda hora que volta a usar o aplicativo ter que fazer login novamente,3,70.3.4,0
47,2021-09-27 13:57:01,Gostaria de saber quanto vão atualizar a minha 2 dose nesse aplicativo pois já faz mais de 15 dias que eu tomei e ainda não colocaram a 2 dose 😠😠😠😠,3,70.3.4,0
48,2021-09-27 10:21:37,Tomei vacina Contra Covid-19 e H1N1 há 3 meses e ainda não consta no Conecte SUS,3,70.3.4,0
49,2021-09-27 08:57:26,"O aplicativo é ótimo, sempre uso para acompanhar minhas consultas pendentes, e se já foram marcadas. Mas faz uns três dias que trava na página inicial e não consigo acessar os links dos ícones, exemplo: agendar...poderiam verificar o que está acontecendo.",3,70.3.4,1
50,2021-09-25 00:01:42,"Aplicativo muito bom, precisa apenas melhorar com as notificações de consultas agendadas e especialidades/exames em espera. Tenho que entrar sempre no aplicativo. Também se faz necessário salvar usuário e senha ou deixar entrar com Biometria. Seria interessante centralizar em um só aplicativo os apps do governo, como a Carteira Digital, que tem a CNH, CRLV, infrações entre outros.",3,70.3.4,10
51,2021-09-24 16:24:14,Bom,3,70.3.4,0
52,2021-09-24 13:29:47,"O app é muito legal e interessante, mas é chato ter que logar toda vez, poderiam só pedir a digital ao invés de ter que logar toda vez que vai entrar no app",3,70.3.4,0
53,2021-09-23 18:34:43,"muito boa ideia, mas poderiam melhorar. seria de extrema utilidade que pudéssemos usar a biometria para utilizar o programa, e muito incômodo ter que digitar CPF e senha toda vez que entra no aplicativo.",3,70.3.4,0
55,2021-09-23 08:38:54,"Ideia bacana, só falta alguém programar pra que o app funcione e de fato mostre as informações! Ele simplesmente não mostra nada direito",3,70.3.4,0
56,2021-09-23 07:21:04,Essa coisa de ficar logando a cada vez que entrar no aplicativo é sem condições. Fora isso é muito útil,3,70.3.4,0
57,2021-09-22 18:38:27,: |,3,70.3.4,0
58,2021-09-22 05:24:50,Trava demais!!!!!!!,3,70.3.4,0
59,2021-09-21 20:56:43,Uma ótima proposta de app. Espero que chegue logo a atualização em que possamos atualizar outras vacinas além da Covid.,3,70.3.4,0
60,2021-09-21 18:18:42,Alguém conseguiu validar???,3,70.3.4,0
61,2021-09-21 14:11:46,Interessante,3,70.3.4,0
63,2021-09-20 20:33:39,"Fiz o exame de covid 19 pelo SUS e deu positivo,e não consta o exame,nem que tive covid 19,aff.",3,70.3.4,0
64,2021-09-20 11:27:19,"APP é bom, só podiam melhorar a questão de ter que logar toda vez que precisa usar.",3,70.3.4,0
66,2021-09-20 10:57:19,Já tomei a 2 dose à mês e não atualizaram o cadastro.,3,70.3.4,0
67,2021-09-20 00:02:30,Já que objetivo do aplicativo se carteira digital de vacinação deveria ter as outras vacinas além da do covid. A ideia do aplicativo e boa mas falha esse detalhe.,3,70.3.4,0
68,2021-09-19 17:59:30,"Quando faz login normalmente,o problema é quando clica pra sair,ficamos clicando pra voltar e simplesmente não sai mais da tela",3,70.3.4,0
69,2021-09-19 11:46:04,"Achei estranho ele não ter reconhecido meu cpf de primeira pois já tenho o cartão, tive que criar outro pelo aplicativo. E única coisa que achei ruim foi que tem que logar várias vezes, a sessão expira muito rápido.",3,70.3.4,0
70,2021-09-19 02:37:23,Aplicativo mediando por ser do governo esperava mais informações.,3,70.3.4,0
71,2021-09-19 01:28:35,O cadastro podia já ficar salvo.,3,70.3.4,0
72,2021-09-17 22:47:52,O sus têm que melhor mais. O aplicativo trava quando as pessoas querem ver suas vacina,3,70.3.4,0
73,2021-09-17 21:07:14,Só serve como certificado de vacinação ( a marca de BESTA ).,3,70.3.4,0
74,2021-09-17 20:08:45,"Pra mim Até agora não está servindo, pois ainda não consta minha primeira dose ,tomo a segunda mês que vem ,e nem a primeira consta no APP",3,70.3.4,0
75,2021-09-17 16:10:46,Medio,3,70.3.4,0
76,2021-09-17 14:46:02,Não concigo entrar pra ver minha carteira de vacina,3,70.3.4,0
77,2021-09-17 14:42:24,"Tem um erro no aplicativo. No certificado de vacinação COVID aparece a data de nascimento com um dia a menos, enquanto no PDF ou nos dados de cadastro estão corretos.",3,70.3.4,0
78,2021-09-17 11:52:54,Não está gerando PDF da carteira.,3,70.3.4,0
79,2021-09-17 10:49:19,"não consigo imprimir meu certificado da vacina covid 19, tenho cadastro mas a senha ja pedi e nao recebi, como posso fazer .",3,70.3.4,0
81,2021-09-16 14:14:15,Só dei três estrelas porque até agora não consegui assessar os meus dados.,3,70.3.4,0
82,2021-09-16 11:50:12,"Parece ser bom o aplicativo, mas está desatualizado, já tomei a segunda dose da vacina AstraZeneca, contra a covid 19,mas só consta a primeira dose.🤔",3,70.3.4,0
